event_id,session_id,user_id,video_id,video_duration_sec,event_type,position_sec,event_time
7794,s0000388_v08,u0390,v08,270,heartbeat,60,2026-06-03T09:11:10
7795,s0000388_v08,u0390,v08,270,abandon,60,2026-06-03T09:11:10
7796,s0000389_v08,u0024,v08,270,play,0,2026-06-11T12:35:35
7797,s0000389_v08,u0024,v08,270,heartbeat,15,2026-06-11T12:35:50
7798,s0000389_v08,u0024,v08,270,heartbeat,30,2026-06-11T12:36:08
7799,s0000389_v08,u0024,v08,270,heartbeat,45,2026-06-11T12:36:25
7800,s0000389_v08,u0024,v08,270,heartbeat,60,2026-06-11T12:36:43
7801,s0000389_v08,u0024,v08,270,heartbeat,75,2026-06-11T12:37:01
7802,s0000389_v08,u0024,v08,270,seek_back,90,2026-06-11T12:37:18
7803,s0000389_v08,u0024,v08,270,heartbeat,62,2026-06-11T12:37:18
7804,s0000389_v08,u0024,v08,270,seek_back,77,2026-06-11T12:37:34
7805,s0000389_v08,u0024,v08,270,heartbeat,65,2026-06-11T12:37:34
7806,s0000389_v08,u0024,v08,270,heartbeat,80,2026-06-11T12:37:50
7807,s0000389_v08,u0024,v08,270,pause,95,2026-06-11T12:38:06
7808,s0000389_v08,u0024,v08,270,heartbeat,95,2026-06-11T12:38:06
7809,s0000389_v08,u0024,v08,270,heartbeat,110,2026-06-11T12:38:23
7810,s0000389_v08,u0024,v08,270,heartbeat,125,2026-06-11T12:38:41
7811,s0000389_v08,u0024,v08,270,heartbeat,140,2026-06-11T12:38:56
7812,s0000389_v08,u0024,v08,270,seek_back,155,2026-06-11T12:39:13
7813,s0000389_v08,u0024,v08,270,heartbeat,139,2026-06-11T12:39:13
7814,s0000389_v08,u0024,v08,270,heartbeat,154,2026-06-11T12:39:31
7815,s0000389_v08,u0024,v08,270,heartbeat,169,2026-06-11T12:39:46
7816,s0000389_v08,u0024,v08,270,heartbeat,184,2026-06-11T12:40:03
7817,s0000389_v08,u0024,v08,270,heartbeat,199,2026-06-11T12:40:20
7818,s0000389_v08,u0024,v08,270,heartbeat,214,2026-06-11T12:40:38
7819,s0000389_v08,u0024,v08,270,pause,229,2026-06-11T12:40:56
7820,s0000389_v08,u0024,v08,270,heartbeat,229,2026-06-11T12:40:56
7821,s0000389_v08,u0024,v08,270,heartbeat,244,2026-06-11T12:41:14
7822,s0000389_v08,u0024,v08,270,heartbeat,259,2026-06-11T12:41:30
7823,s0000389_v08,u0024,v08,270,heartbeat,270,2026-06-11T12:41:46
7824,s0000389_v08,u0024,v08,270,ended,270,2026-06-11T12:41:46
7825,s0000390_v08,u0158,v08,270,play,0,2026-06-07T19:18:38
7826,s0000390_v08,u0158,v08,270,heartbeat,15,2026-06-07T19:18:55
7827,s0000390_v08,u0158,v08,270,heartbeat,30,2026-06-07T19:19:11
7828,s0000390_v08,u0158,v08,270,heartbeat,45,2026-06-07T19:19:28
7829,s0000390_v08,u0158,v08,270,heartbeat,60,2026-06-07T19:19:46
7830,s0000390_v08,u0158,v08,270,seek_back,75,2026-06-07T19:20:01
7831,s0000390_v08,u0158,v08,270,heartbeat,56,2026-06-07T19:20:01
7832,s0000390_v08,u0158,v08,270,seek_back,71,2026-06-07T19:20:17
7833,s0000390_v08,u0158,v08,270,heartbeat,57,2026-06-07T19:20:17
7834,s0000390_v08,u0158,v08,270,pause,72,2026-06-07T19:20:34
7835,s0000390_v08,u0158,v08,270,heartbeat,72,2026-06-07T19:20:34
7836,s0000390_v08,u0158,v08,270,seek_back,87,2026-06-07T19:20:51
7837,s0000390_v08,u0158,v08,270,heartbeat,77,2026-06-07T19:20:51
7838,s0000390_v08,u0158,v08,270,abandon,77,2026-06-07T19:20:51
7839,s0000391_v08,u0174,v08,270,play,0,2026-06-06T20:18:59
7840,s0000391_v08,u0174,v08,270,heartbeat,15,2026-06-06T20:19:16
7841,s0000391_v08,u0174,v08,270,heartbeat,30,2026-06-06T20:19:33
7842,s0000391_v08,u0174,v08,270,heartbeat,45,2026-06-06T20:19:50
7843,s0000391_v08,u0174,v08,270,heartbeat,60,2026-06-06T20:20:05
7844,s0000391_v08,u0174,v08,270,pause,75,2026-06-06T20:20:21
7845,s0000391_v08,u0174,v08,270,heartbeat,75,2026-06-06T20:20:21
7846,s0000391_v08,u0174,v08,270,seek_back,90,2026-06-06T20:20:36
7847,s0000391_v08,u0174,v08,270,heartbeat,67,2026-06-06T20:20:36
7848,s0000391_v08,u0174,v08,270,heartbeat,82,2026-06-06T20:20:54
7849,s0000391_v08,u0174,v08,270,heartbeat,97,2026-06-06T20:21:10
7850,s0000391_v08,u0174,v08,270,heartbeat,112,2026-06-06T20:21:28
7851,s0000391_v08,u0174,v08,270,heartbeat,127,2026-06-06T20:21:45
7852,s0000391_v08,u0174,v08,270,heartbeat,142,2026-06-06T20:22:03
7853,s0000391_v08,u0174,v08,270,heartbeat,157,2026-06-06T20:22:21
7854,s0000391_v08,u0174,v08,270,seek_back,172,2026-06-06T20:22:36
7855,s0000391_v08,u0174,v08,270,heartbeat,153,2026-06-06T20:22:36
7856,s0000391_v08,u0174,v08,270,abandon,153,2026-06-06T20:22:36
7857,s0000392_v08,u0191,v08,270,play,0,2026-06-21T03:37:55
7858,s0000392_v08,u0191,v08,270,heartbeat,15,2026-06-21T03:38:10
7859,s0000392_v08,u0191,v08,270,heartbeat,30,2026-06-21T03:38:28
7860,s0000392_v08,u0191,v08,270,pause,45,2026-06-21T03:38:43
7861,s0000392_v08,u0191,v08,270,heartbeat,45,2026-06-21T03:38:43
7862,s0000392_v08,u0191,v08,270,pause,60,2026-06-21T03:39:00
7863,s0000392_v08,u0191,v08,270,heartbeat,60,2026-06-21T03:39:00
7864,s0000392_v08,u0191,v08,270,seek_back,75,2026-06-21T03:39:18
7865,s0000392_v08,u0191,v08,270,heartbeat,58,2026-06-21T03:39:18
7866,s0000392_v08,u0191,v08,270,seek_back,73,2026-06-21T03:39:36
7867,s0000392_v08,u0191,v08,270,heartbeat,62,2026-06-21T03:39:36
7868,s0000392_v08,u0191,v08,270,heartbeat,77,2026-06-21T03:39:53
7869,s0000392_v08,u0191,v08,270,seek_back,92,2026-06-21T03:40:08
7870,s0000392_v08,u0191,v08,270,heartbeat,68,2026-06-21T03:40:08
7871,s0000392_v08,u0191,v08,270,abandon,68,2026-06-21T03:40:08
7872,s0000393_v08,u0208,v08,270,play,0,2026-06-12T18:22:45
7873,s0000393_v08,u0208,v08,270,heartbeat,15,2026-06-12T18:23:00
7874,s0000393_v08,u0208,v08,270,heartbeat,30,2026-06-12T18:23:16
7875,s0000393_v08,u0208,v08,270,heartbeat,45,2026-06-12T18:23:34
7876,s0000393_v08,u0208,v08,270,heartbeat,60,2026-06-12T18:23:49
7877,s0000393_v08,u0208,v08,270,heartbeat,75,2026-06-12T18:24:07
7878,s0000393_v08,u0208,v08,270,heartbeat,90,2026-06-12T18:24:24
7879,s0000393_v08,u0208,v08,270,abandon,90,2026-06-12T18:24:24
7880,s0000394_v08,u0242,v08,270,play,0,2026-06-19T13:44:22
7881,s0000394_v08,u0242,v08,270,heartbeat,15,2026-06-19T13:44:38
7882,s0000394_v08,u0242,v08,270,heartbeat,30,2026-06-19T13:44:54
7883,s0000394_v08,u0242,v08,270,heartbeat,45,2026-06-19T13:45:12
7884,s0000394_v08,u0242,v08,270,heartbeat,60,2026-06-19T13:45:29
7885,s0000394_v08,u0242,v08,270,heartbeat,75,2026-06-19T13:45:44
7886,s0000394_v08,u0242,v08,270,heartbeat,90,2026-06-19T13:46:00
7887,s0000394_v08,u0242,v08,270,abandon,90,2026-06-19T13:46:00
7888,s0000395_v08,u0332,v08,270,play,0,2026-06-14T22:49:34
7889,s0000395_v08,u0332,v08,270,heartbeat,15,2026-06-14T22:49:52
7890,s0000395_v08,u0332,v08,270,heartbeat,30,2026-06-14T22:50:10
7891,s0000395_v08,u0332,v08,270,heartbeat,45,2026-06-14T22:50:28
7892,s0000395_v08,u0332,v08,270,heartbeat,60,2026-06-14T22:50:43
7893,s0000395_v08,u0332,v08,270,heartbeat,75,2026-06-14T22:50:59
7894,s0000395_v08,u0332,v08,270,heartbeat,90,2026-06-14T22:51:14
7895,s0000395_v08,u0332,v08,270,heartbeat,105,2026-06-14T22:51:30
7896,s0000395_v08,u0332,v08,270,heartbeat,120,2026-06-14T22:51:45
7897,s0000395_v08,u0332,v08,270,heartbeat,135,2026-06-14T22:52:01
7898,s0000395_v08,u0332,v08,270,heartbeat,150,2026-06-14T22:52:19
7899,s0000395_v08,u0332,v08,270,heartbeat,165,2026-06-14T22:52:35
7900,s0000395_v08,u0332,v08,270,heartbeat,180,2026-06-14T22:52:50
7901,s0000395_v08,u0332,v08,270,heartbeat,195,2026-06-14T22:53:07
7902,s0000395_v08,u0332,v08,270,heartbeat,210,2026-06-14T22:53:24
7903,s0000395_v08,u0332,v08,270,heartbeat,225,2026-06-14T22:53:40
7904,s0000395_v08,u0332,v08,270,heartbeat,240,2026-06-14T22:53:56
7905,s0000395_v08,u0332,v08,270,heartbeat,255,2026-06-14T22:54:11
7906,s0000395_v08,u0332,v08,270,heartbeat,270,2026-06-14T22:54:29
7907,s0000395_v08,u0332,v08,270,ended,270,2026-06-14T22:54:29
7908,s0000396_v08,u0307,v08,270,play,0,2026-06-05T16:38:36
7909,s0000396_v08,u0307,v08,270,heartbeat,15,2026-06-05T16:38:51
7910,s0000396_v08,u0307,v08,270,heartbeat,30,2026-06-05T16:39:09
7911,s0000396_v08,u0307,v08,270,heartbeat,45,2026-06-05T16:39:25
7912,s0000396_v08,u0307,v08,270,heartbeat,60,2026-06-05T16:39:42
7913,s0000396_v08,u0307,v08,270,heartbeat,75,2026-06-05T16:39:57
7914,s0000396_v08,u0307,v08,270,heartbeat,90,2026-06-05T16:40:12
7915,s0000396_v08,u0307,v08,270,heartbeat,105,2026-06-05T16:40:27
7916,s0000396_v08,u0307,v08,270,heartbeat,120,2026-06-05T16:40:44
7917,s0000396_v08,u0307,v08,270,heartbeat,135,2026-06-05T16:41:01
7918,s0000396_v08,u0307,v08,270,seek_back,150,2026-06-05T16:41:16
7919,s0000396_v08,u0307,v08,270,heartbeat,132,2026-06-05T16:41:16
7920,s0000396_v08,u0307,v08,270,heartbeat,147,2026-06-05T16:41:32
7921,s0000396_v08,u0307,v08,270,abandon,147,2026-06-05T16:41:32
7922,s0000397_v08,u0001,v08,270,play,0,2026-06-06T04:20:28
7923,s0000397_v08,u0001,v08,270,heartbeat,15,2026-06-06T04:20:46
7924,s0000397_v08,u0001,v08,270,heartbeat,30,2026-06-06T04:21:01
7925,s0000397_v08,u0001,v08,270,heartbeat,45,2026-06-06T04:21:19
7926,s0000397_v08,u0001,v08,270,heartbeat,60,2026-06-06T04:21:34
7927,s0000397_v08,u0001,v08,270,heartbeat,75,2026-06-06T04:21:49
7928,s0000397_v08,u0001,v08,270,heartbeat,90,2026-06-06T04:22:04
7929,s0000397_v08,u0001,v08,270,heartbeat,105,2026-06-06T04:22:22
7930,s0000397_v08,u0001,v08,270,heartbeat,120,2026-06-06T04:22:39
7931,s0000397_v08,u0001,v08,270,heartbeat,135,2026-06-06T04:22:56
7932,s0000397_v08,u0001,v08,270,heartbeat,150,2026-06-06T04:23:11
7933,s0000397_v08,u0001,v08,270,pause,165,2026-06-06T04:23:28
7934,s0000397_v08,u0001,v08,270,heartbeat,165,2026-06-06T04:23:28
7935,s0000397_v08,u0001,v08,270,heartbeat,180,2026-06-06T04:23:45
7936,s0000397_v08,u0001,v08,270,heartbeat,195,2026-06-06T04:24:00
7937,s0000397_v08,u0001,v08,270,heartbeat,210,2026-06-06T04:24:15
7938,s0000397_v08,u0001,v08,270,heartbeat,225,2026-06-06T04:24:33
7939,s0000397_v08,u0001,v08,270,heartbeat,240,2026-06-06T04:24:51
7940,s0000397_v08,u0001,v08,270,heartbeat,255,2026-06-06T04:25:06
7941,s0000397_v08,u0001,v08,270,heartbeat,270,2026-06-06T04:25:22
7942,s0000397_v08,u0001,v08,270,ended,270,2026-06-06T04:25:22
7943,s0000398_v08,u0326,v08,270,play,0,2026-06-19T17:13:23
7944,s0000398_v08,u0326,v08,270,heartbeat,15,2026-06-19T17:13:39
7945,s0000398_v08,u0326,v08,270,heartbeat,30,2026-06-19T17:13:56
7946,s0000398_v08,u0326,v08,270,heartbeat,45,2026-06-19T17:14:14
7947,s0000398_v08,u0326,v08,270,heartbeat,60,2026-06-19T17:14:31
7948,s0000398_v08,u0326,v08,270,pause,75,2026-06-19T17:14:49
7949,s0000398_v08,u0326,v08,270,heartbeat,75,2026-06-19T17:14:49
7950,s0000398_v08,u0326,v08,270,abandon,75,2026-06-19T17:14:49
7951,s0000399_v08,u0383,v08,270,play,0,2026-06-08T11:59:12
7952,s0000399_v08,u0383,v08,270,heartbeat,15,2026-06-08T11:59:28
7953,s0000399_v08,u0383,v08,270,heartbeat,30,2026-06-08T11:59:45
7954,s0000399_v08,u0383,v08,270,heartbeat,45,2026-06-08T12:00:00
7955,s0000399_v08,u0383,v08,270,heartbeat,60,2026-06-08T12:00:16
7956,s0000399_v08,u0383,v08,270,heartbeat,75,2026-06-08T12:00:32
7957,s0000399_v08,u0383,v08,270,seek_back,90,2026-06-08T12:00:47
7958,s0000399_v08,u0383,v08,270,heartbeat,68,2026-06-08T12:00:47
7959,s0000399_v08,u0383,v08,270,heartbeat,83,2026-06-08T12:01:03
7960,s0000399_v08,u0383,v08,270,heartbeat,98,2026-06-08T12:01:19
7961,s0000399_v08,u0383,v08,270,pause,113,2026-06-08T12:01:36
7962,s0000399_v08,u0383,v08,270,heartbeat,113,2026-06-08T12:01:36
7963,s0000399_v08,u0383,v08,270,heartbeat,128,2026-06-08T12:01:54
7964,s0000399_v08,u0383,v08,270,heartbeat,143,2026-06-08T12:02:12
7965,s0000399_v08,u0383,v08,270,heartbeat,158,2026-06-08T12:02:29
7966,s0000399_v08,u0383,v08,270,heartbeat,173,2026-06-08T12:02:46
7967,s0000399_v08,u0383,v08,270,heartbeat,188,2026-06-08T12:03:01
7968,s0000399_v08,u0383,v08,270,heartbeat,203,2026-06-08T12:03:19
7969,s0000399_v08,u0383,v08,270,heartbeat,218,2026-06-08T12:03:36
7970,s0000399_v08,u0383,v08,270,heartbeat,233,2026-06-08T12:03:54
7971,s0000399_v08,u0383,v08,270,heartbeat,248,2026-06-08T12:04:10
7972,s0000399_v08,u0383,v08,270,heartbeat,263,2026-06-08T12:04:28
7973,s0000399_v08,u0383,v08,270,heartbeat,270,2026-06-08T12:04:46
7974,s0000399_v08,u0383,v08,270,ended,270,2026-06-08T12:04:46
7975,s0000400_v09,u0191,v09,236,play,0,2026-06-15T10:44:05
7976,s0000400_v09,u0191,v09,236,heartbeat,15,2026-06-15T10:44:22
7977,s0000400_v09,u0191,v09,236,heartbeat,30,2026-06-15T10:44:38
7978,s0000400_v09,u0191,v09,236,heartbeat,45,2026-06-15T10:44:55
7979,s0000400_v09,u0191,v09,236,heartbeat,60,2026-06-15T10:45:11
7980,s0000400_v09,u0191,v09,236,pause,75,2026-06-15T10:45:27
7981,s0000400_v09,u0191,v09,236,heartbeat,75,2026-06-15T10:45:27
7982,s0000400_v09,u0191,v09,236,heartbeat,90,2026-06-15T10:45:42
7983,s0000400_v09,u0191,v09,236,heartbeat,105,2026-06-15T10:46:00
7984,s0000400_v09,u0191,v09,236,heartbeat,120,2026-06-15T10:46:18
7985,s0000400_v09,u0191,v09,236,heartbeat,135,2026-06-15T10:46:34
7986,s0000400_v09,u0191,v09,236,heartbeat,150,2026-06-15T10:46:50
7987,s0000400_v09,u0191,v09,236,heartbeat,165,2026-06-15T10:47:08
7988,s0000400_v09,u0191,v09,236,heartbeat,180,2026-06-15T10:47:26
7989,s0000400_v09,u0191,v09,236,pause,195,2026-06-15T10:47:44
7990,s0000400_v09,u0191,v09,236,heartbeat,195,2026-06-15T10:47:44
7991,s0000400_v09,u0191,v09,236,heartbeat,210,2026-06-15T10:48:01
7992,s0000400_v09,u0191,v09,236,heartbeat,225,2026-06-15T10:48:18
7993,s0000400_v09,u0191,v09,236,heartbeat,236,2026-06-15T10:48:33
7994,s0000400_v09,u0191,v09,236,ended,236,2026-06-15T10:48:33
7995,s0000401_v09,u0382,v09,236,play,0,2026-06-05T22:26:58
7996,s0000401_v09,u0382,v09,236,heartbeat,15,2026-06-05T22:27:13
7997,s0000401_v09,u0382,v09,236,pause,30,2026-06-05T22:27:28
7998,s0000401_v09,u0382,v09,236,heartbeat,30,2026-06-05T22:27:28
7999,s0000401_v09,u0382,v09,236,heartbeat,45,2026-06-05T22:27:45
8000,s0000401_v09,u0382,v09,236,heartbeat,60,2026-06-05T22:28:03
8001,s0000401_v09,u0382,v09,236,heartbeat,75,2026-06-05T22:28:18
8002,s0000401_v09,u0382,v09,236,heartbeat,90,2026-06-05T22:28:34
8003,s0000401_v09,u0382,v09,236,heartbeat,105,2026-06-05T22:28:49
8004,s0000401_v09,u0382,v09,236,heartbeat,120,2026-06-05T22:29:05
8005,s0000401_v09,u0382,v09,236,heartbeat,135,2026-06-05T22:29:22
8006,s0000401_v09,u0382,v09,236,heartbeat,150,2026-06-05T22:29:40
8007,s0000401_v09,u0382,v09,236,heartbeat,165,2026-06-05T22:29:58
8008,s0000401_v09,u0382,v09,236,seek_back,180,2026-06-05T22:30:16
8009,s0000401_v09,u0382,v09,236,heartbeat,166,2026-06-05T22:30:16
8010,s0000401_v09,u0382,v09,236,abandon,166,2026-06-05T22:30:16
8011,s0000402_v09,u0318,v09,236,play,0,2026-06-18T13:16:03
8012,s0000402_v09,u0318,v09,236,heartbeat,15,2026-06-18T13:16:19
8013,s0000402_v09,u0318,v09,236,heartbeat,30,2026-06-18T13:16:36
8014,s0000402_v09,u0318,v09,236,heartbeat,45,2026-06-18T13:16:54
8015,s0000402_v09,u0318,v09,236,heartbeat,60,2026-06-18T13:17:09
8016,s0000402_v09,u0318,v09,236,heartbeat,75,2026-06-18T13:17:27
8017,s0000402_v09,u0318,v09,236,heartbeat,90,2026-06-18T13:17:42
8018,s0000402_v09,u0318,v09,236,heartbeat,105,2026-06-18T13:18:00
8019,s0000402_v09,u0318,v09,236,heartbeat,120,2026-06-18T13:18:15
8020,s0000402_v09,u0318,v09,236,heartbeat,135,2026-06-18T13:18:30
8021,s0000402_v09,u0318,v09,236,heartbeat,150,2026-06-18T13:18:45
8022,s0000402_v09,u0318,v09,236,heartbeat,165,2026-06-18T13:19:02
8023,s0000402_v09,u0318,v09,236,pause,180,2026-06-18T13:19:19
8024,s0000402_v09,u0318,v09,236,heartbeat,180,2026-06-18T13:19:19
8025,s0000402_v09,u0318,v09,236,heartbeat,195,2026-06-18T13:19:36
8026,s0000402_v09,u0318,v09,236,heartbeat,210,2026-06-18T13:19:52
8027,s0000402_v09,u0318,v09,236,heartbeat,225,2026-06-18T13:20:08
8028,s0000402_v09,u0318,v09,236,heartbeat,236,2026-06-18T13:20:26
8029,s0000402_v09,u0318,v09,236,ended,236,2026-06-18T13:20:26
8030,s0000403_v09,u0251,v09,236,play,0,2026-06-13T08:51:50
8031,s0000403_v09,u0251,v09,236,heartbeat,15,2026-06-13T08:52:06
8032,s0000403_v09,u0251,v09,236,heartbeat,30,2026-06-13T08:52:23
8033,s0000403_v09,u0251,v09,236,heartbeat,45,2026-06-13T08:52:39
8034,s0000403_v09,u0251,v09,236,heartbeat,60,2026-06-13T08:52:56
8035,s0000403_v09,u0251,v09,236,heartbeat,75,2026-06-13T08:53:11
8036,s0000403_v09,u0251,v09,236,heartbeat,90,2026-06-13T08:53:27
8037,s0000403_v09,u0251,v09,236,heartbeat,105,2026-06-13T08:53:44
8038,s0000403_v09,u0251,v09,236,heartbeat,120,2026-06-13T08:54:01
8039,s0000403_v09,u0251,v09,236,heartbeat,135,2026-06-13T08:54:16
8040,s0000403_v09,u0251,v09,236,heartbeat,150,2026-06-13T08:54:31
8041,s0000403_v09,u0251,v09,236,heartbeat,165,2026-06-13T08:54:49
8042,s0000403_v09,u0251,v09,236,heartbeat,180,2026-06-13T08:55:06
8043,s0000403_v09,u0251,v09,236,heartbeat,195,2026-06-13T08:55:24
8044,s0000403_v09,u0251,v09,236,heartbeat,210,2026-06-13T08:55:39
8045,s0000403_v09,u0251,v09,236,heartbeat,225,2026-06-13T08:55:56
8046,s0000403_v09,u0251,v09,236,heartbeat,236,2026-06-13T08:56:12
8047,s0000403_v09,u0251,v09,236,ended,236,2026-06-13T08:56:12
8048,s0000404_v09,u0041,v09,236,play,0,2026-06-07T20:06:44
8049,s0000404_v09,u0041,v09,236,heartbeat,15,2026-06-07T20:07:01
8050,s0000404_v09,u0041,v09,236,heartbeat,30,2026-06-07T20:07:16
8051,s0000404_v09,u0041,v09,236,heartbeat,45,2026-06-07T20:07:33
8052,s0000404_v09,u0041,v09,236,heartbeat,60,2026-06-07T20:07:48
8053,s0000404_v09,u0041,v09,236,heartbeat,75,2026-06-07T20:08:05
8054,s0000404_v09,u0041,v09,236,heartbeat,90,2026-06-07T20:08:22
8055,s0000404_v09,u0041,v09,236,heartbeat,105,2026-06-07T20:08:39
8056,s0000404_v09,u0041,v09,236,pause,120,2026-06-07T20:08:57
8057,s0000404_v09,u0041,v09,236,heartbeat,120,2026-06-07T20:08:57
8058,s0000404_v09,u0041,v09,236,pause,135,2026-06-07T20:09:15
8059,s0000404_v09,u0041,v09,236,heartbeat,135,2026-06-07T20:09:15
8060,s0000404_v09,u0041,v09,236,heartbeat,150,2026-06-07T20:09:31
8061,s0000404_v09,u0041,v09,236,heartbeat,165,2026-06-07T20:09:48
8062,s0000404_v09,u0041,v09,236,heartbeat,180,2026-06-07T20:10:05
8063,s0000404_v09,u0041,v09,236,heartbeat,195,2026-06-07T20:10:21
8064,s0000404_v09,u0041,v09,236,heartbeat,210,2026-06-07T20:10:36
8065,s0000404_v09,u0041,v09,236,heartbeat,225,2026-06-07T20:10:54
8066,s0000404_v09,u0041,v09,236,heartbeat,236,2026-06-07T20:11:09
8067,s0000404_v09,u0041,v09,236,ended,236,2026-06-07T20:11:09
8068,s0000405_v09,u0279,v09,236,play,0,2026-06-14T19:07:34
8069,s0000405_v09,u0279,v09,236,heartbeat,15,2026-06-14T19:07:52
8070,s0000405_v09,u0279,v09,236,heartbeat,30,2026-06-14T19:08:07
8071,s0000405_v09,u0279,v09,236,heartbeat,45,2026-06-14T19:08:22
8072,s0000405_v09,u0279,v09,236,heartbeat,60,2026-06-14T19:08:39
8073,s0000405_v09,u0279,v09,236,heartbeat,75,2026-06-14T19:08:56
8074,s0000405_v09,u0279,v09,236,heartbeat,90,2026-06-14T19:09:12
8075,s0000405_v09,u0279,v09,236,heartbeat,105,2026-06-14T19:09:29
8076,s0000405_v09,u0279,v09,236,heartbeat,120,2026-06-14T19:09:44
8077,s0000405_v09,u0279,v09,236,heartbeat,135,2026-06-14T19:10:02
8078,s0000405_v09,u0279,v09,236,heartbeat,150,2026-06-14T19:10:17
8079,s0000405_v09,u0279,v09,236,pause,165,2026-06-14T19:10:35
8080,s0000405_v09,u0279,v09,236,heartbeat,165,2026-06-14T19:10:35
8081,s0000405_v09,u0279,v09,236,pause,180,2026-06-14T19:10:53
8082,s0000405_v09,u0279,v09,236,heartbeat,180,2026-06-14T19:10:53
8083,s0000405_v09,u0279,v09,236,heartbeat,195,2026-06-14T19:11:08
8084,s0000405_v09,u0279,v09,236,heartbeat,210,2026-06-14T19:11:25
8085,s0000405_v09,u0279,v09,236,heartbeat,225,2026-06-14T19:11:41
8086,s0000405_v09,u0279,v09,236,heartbeat,236,2026-06-14T19:11:59
8087,s0000405_v09,u0279,v09,236,ended,236,2026-06-14T19:11:59
8088,s0000406_v09,u0276,v09,236,play,0,2026-06-08T00:35:36
8089,s0000406_v09,u0276,v09,236,heartbeat,15,2026-06-08T00:35:53
8090,s0000406_v09,u0276,v09,236,heartbeat,30,2026-06-08T00:36:11
8091,s0000406_v09,u0276,v09,236,heartbeat,45,2026-06-08T00:36:26
8092,s0000406_v09,u0276,v09,236,heartbeat,60,2026-06-08T00:36:43
8093,s0000406_v09,u0276,v09,236,heartbeat,75,2026-06-08T00:36:59
8094,s0000406_v09,u0276,v09,236,heartbeat,90,2026-06-08T00:37:17
8095,s0000406_v09,u0276,v09,236,heartbeat,105,2026-06-08T00:37:34
8096,s0000406_v09,u0276,v09,236,heartbeat,120,2026-06-08T00:37:52
8097,s0000406_v09,u0276,v09,236,heartbeat,135,2026-06-08T00:38:07
8098,s0000406_v09,u0276,v09,236,heartbeat,150,2026-06-08T00:38:23
8099,s0000406_v09,u0276,v09,236,heartbeat,165,2026-06-08T00:38:38
8100,s0000406_v09,u0276,v09,236,heartbeat,180,2026-06-08T00:38:56
8101,s0000406_v09,u0276,v09,236,heartbeat,195,2026-06-08T00:39:12
8102,s0000406_v09,u0276,v09,236,heartbeat,210,2026-06-08T00:39:30
8103,s0000406_v09,u0276,v09,236,heartbeat,225,2026-06-08T00:39:46
8104,s0000406_v09,u0276,v09,236,heartbeat,236,2026-06-08T00:40:03
8105,s0000406_v09,u0276,v09,236,ended,236,2026-06-08T00:40:03
8106,s0000407_v09,u0002,v09,236,play,0,2026-06-10T03:38:19
8107,s0000407_v09,u0002,v09,236,heartbeat,15,2026-06-10T03:38:35
8108,s0000407_v09,u0002,v09,236,heartbeat,30,2026-06-10T03:38:53
8109,s0000407_v09,u0002,v09,236,heartbeat,45,2026-06-10T03:39:08
8110,s0000407_v09,u0002,v09,236,pause,60,2026-06-10T03:39:26
8111,s0000407_v09,u0002,v09,236,heartbeat,60,2026-06-10T03:39:26
8112,s0000407_v09,u0002,v09,236,pause,75,2026-06-10T03:39:44
8113,s0000407_v09,u0002,v09,236,heartbeat,75,2026-06-10T03:39:44
8114,s0000407_v09,u0002,v09,236,heartbeat,90,2026-06-10T03:39:59
8115,s0000407_v09,u0002,v09,236,heartbeat,105,2026-06-10T03:40:17
8116,s0000407_v09,u0002,v09,236,pause,120,2026-06-10T03:40:34
8117,s0000407_v09,u0002,v09,236,heartbeat,120,2026-06-10T03:40:34
8118,s0000407_v09,u0002,v09,236,heartbeat,135,2026-06-10T03:40:49
8119,s0000407_v09,u0002,v09,236,heartbeat,150,2026-06-10T03:41:04
8120,s0000407_v09,u0002,v09,236,heartbeat,165,2026-06-10T03:41:19
8121,s0000407_v09,u0002,v09,236,pause,180,2026-06-10T03:41:34
8122,s0000407_v09,u0002,v09,236,heartbeat,180,2026-06-10T03:41:34
8123,s0000407_v09,u0002,v09,236,heartbeat,195,2026-06-10T03:41:49
8124,s0000407_v09,u0002,v09,236,heartbeat,210,2026-06-10T03:42:06
8125,s0000407_v09,u0002,v09,236,heartbeat,225,2026-06-10T03:42:24
8126,s0000407_v09,u0002,v09,236,heartbeat,236,2026-06-10T03:42:41
8127,s0000407_v09,u0002,v09,236,ended,236,2026-06-10T03:42:41
8128,s0000408_v09,u0333,v09,236,play,0,2026-06-05T20:44:41
8129,s0000408_v09,u0333,v09,236,pause,15,2026-06-05T20:44:59
8130,s0000408_v09,u0333,v09,236,heartbeat,15,2026-06-05T20:44:59
8131,s0000408_v09,u0333,v09,236,pause,30,2026-06-05T20:45:17
8132,s0000408_v09,u0333,v09,236,heartbeat,30,2026-06-05T20:45:17
8133,s0000408_v09,u0333,v09,236,heartbeat,45,2026-06-05T20:45:35
8134,s0000408_v09,u0333,v09,236,heartbeat,60,2026-06-05T20:45:53
8135,s0000408_v09,u0333,v09,236,heartbeat,75,2026-06-05T20:46:10
8136,s0000408_v09,u0333,v09,236,pause,90,2026-06-05T20:46:26
8137,s0000408_v09,u0333,v09,236,heartbeat,90,2026-06-05T20:46:26
8138,s0000408_v09,u0333,v09,236,heartbeat,105,2026-06-05T20:46:43
